group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-066,bmwtorquespecs-009,bmwtorquespecs-009-q03,What is the tightening torque for an M16 12.9 screw?,340 Nm (ft. lbs.),0.908168375492096,dropped,00-07_torque-s-q03
semantic-067,00-07_torque-s,00-07_torque-s-q06,What torque specification applies to an M14x1.5 12.9 thread bolt?,240 Nm (ft. lbs.),0.9291286468505859,kept,00-07_torque-s-q06
semantic-067,00-torque-specs-007,00-torque-specs-007-q06,What is the torque specification for an M12x1.5 12.9 thread?,147 Nm (ft. lbs.),0.9291286468505859,dropped,00-07_torque-s-q06
semantic-068,bmwtorquespecs-010,bmwtorquespecs-010-q07,What is the difference in torque between M18x1.5 10.9 and M18x1.5 12.9 threads?,87 Nm (527 - 440 = 87 Nm),0.9160022139549255,kept,bmwtorquespecs-010-q07
semantic-068,00-07_torque-s,00-07_torque-s-q09,What is the difference in torque between M14 10.9 and M14 12.9 threads?,40 Nm (220 Nm - 180 Nm),0.9160022139549255,dropped,bmwtorquespecs-010-q07
semantic-069,00-08_maintena,00-08_maintena-q02,What type of oil should be used for the final drive and front axle oil replacement at 325 iX?,"Use approved oil only, as specified in the Important Remarks column.",0.9786053895950317,kept,00-08_maintena-q02
semantic-069,00-15_maintena,00-15_maintena-q02,What type of oil should be used when replacing the final drive and front axle oil 325 iX?,Use approved oil only.,0.9786053895950317,dropped,00-08_maintena-q02
semantic-070,00-18_maintena,00-18_maintena-q12,What type of brake fluid should be used?,Use only approved brake fluids.,0.963426411151886,kept,00-18_maintena-q12
semantic-070,00-08_maintena,00-08_maintena-q06,What type of brake fluid should be used according to the important remarks?,Use approved brake fluid only.,0.963426411151886,dropped,00-18_maintena-q12
semantic-071,00-08_maintena,00-08_maintena-q12,What does the asterisk note at the bottom of the page indicate?,"After introduction of: Operating-Fluids-File, indicating this information applies after a specific technical update.",0.9020190238952637,kept,00-08_maintena-q12
semantic-071,23-12_manual-t,23-12_manual-t-q09,What are the two asterisk notes at the bottom of the page referring to?,See Specifications for tightening torque and Source: HWB.,0.9020190238952637,dropped,00-08_maintena-q12
semantic-072,00-08_torque-s,00-08_torque-s-q05,How much torque should I apply to an M16x1.5 10.9 bolt?,303 Nm (ft. lbs.),0.9280486702919006,kept,00-08_torque-s-q05
semantic-072,00-torque-specs-008,00-torque-specs-008-q09,What torque should I apply to an M14x1.5 8.8 bolt?,143 Nm (ft. lbs.),0.9280486702919006,dropped,00-08_torque-s-q05
semantic-073,00-08_torque-s,00-08_torque-s-q06,What is the maximum tightening torque for an M16x1.5 12.9 bolt?,364 Nm (ft. lbs.),0.9138925671577454,kept,00-08_torque-s-q06
semantic-073,00-torque-specs-007,00-torque-specs-007-q03,What is the maximum tightening torque for an M12 12.9 screw?,140 Nm (ft. lbs.),0.9138925671577454,dropped,00-08_torque-s-q06
semantic-073,00-torque-specs-009,00-torque-specs-009-q05,What is the maximum tightening torque for M16x1.5 10.9 screws?,303 Nm (ft. lbs.),0.9138925671577454,dropped,00-08_torque-s-q06
semantic-073,bmwtorquespecs-009,bmwtorquespecs-009-q05,What is the maximum tightening torque for an M16x1.5 10.9 screw?,303 Nm (ft. lbs.),0.9138925671577454,dropped,00-08_torque-s-q06
semantic-074,00-09_torque-s,00-09_torque-s-q04,What torque value should I use for an M18x1.5 8.8 thread?,313 Nm (ft. lbs.),0.9306358695030212,kept,00-09_torque-s-q04
semantic-074,00-torque-specs-009,00-torque-specs-009-q04,What torque value should I use for M16x1.5 8.8 fine thread screws?,216 Nm (ft. lbs.),0.9306358695030212,dropped,00-09_torque-s-q04
semantic-074,00-torque-specs-010,00-torque-specs-010-q04,What is the torque specification for an M18x1.5 8.8 thread?,313 Nm (ft. lbs.),0.9306358695030212,dropped,00-09_torque-s-q04
semantic-074,bmwtorquespecs-009,bmwtorquespecs-009-q04,What torque value is specified for an M16x1.5 8.8 thread?,216 Nm (ft. lbs.),0.9306358695030212,dropped,00-09_torque-s-q04
semantic-075,00-16_maintena,00-16_maintena-q04,How often should coolant be completely drained and renewed?,"Coolant must be drained completely and renewed every 2 years, and antifreeze protection should be checked against extra charge.",0.9001106023788452,kept,00-16_maintena-q04
semantic-075,00-10_maintena,00-10_maintena-q05,How often must the coolant be drained and replaced?,Coolant must be drained completely and replaced every 2 years.,0.9001106023788452,dropped,00-16_maintena-q04
semantic-076,00-15_maintena,00-15_maintena-q09,How do you complete the Service Indicator reset procedure?,"Release the inspection button and the green lamp goes out, completing the reset.",0.9266073107719421,kept,00-15_maintena-q09
semantic-076,00-15_maintena,00-15_maintena-q05,What is the first step when resetting the Service Indicator?,Switch off all electrical equipment and turn on ignition.,0.9266073107719421,dropped,00-15_maintena-q09
semantic-077,51-212_body-equ,51-212_body-equ-q07,What part numbers are shown in the diagrams?,The part numbers shown are 30 51 472 for the two door arrangement and 30 51 473 for the four door arrangement.,0.9156844615936279,kept,51-212_body-equ-q07
semantic-077,00-15_maintena,00-15_maintena-q11,What part number is shown in the diagram and what does it represent?,Part number 62 1 100 is shown in the diagram and represents the Service Indicator resetter tool.,0.9156844615936279,dropped,51-212_body-equ-q07
semantic-077,51-112_body-equ,51-112_body-equ-q05,What is the part number shown at the bottom of the diagram?,The part number shown at the bottom of the diagram is 30 51 823.,0.9156844615936279,dropped,51-212_body-equ-q07
semantic-077,51-120_body-equ,51-120_body-equ-q04,What is the part number shown at the bottom right of the diagram?,The part number shown is 30 51 825.,0.9156844615936279,dropped,51-212_body-equ-q07
semantic-077,65-103_radio-an,65-103_radio-an-q04,What is the part number reference shown in the diagram?,The part number reference shown is 28 65 023.,0.9156844615936279,dropped,51-212_body-equ-q07
semantic-078,00-18_maintena,00-18_maintena-q03,How often should brake fluid be replaced according to this maintenance schedule?,Brake fluid should be replaced at least annually.,0.9171741604804993,kept,00-18_maintena-q03
semantic-078,34-02_brakes,34-02_brakes-q01,How often must brake fluid be replaced according to the service manual?,Brake fluid must be replaced annually.,0.9171741604804993,dropped,00-18_maintena-q03
semantic-079,00-torque-specs-008,00-torque-specs-008-q03,Which M14 screw grade has the highest torque specification?,M14 12.9 has the highest torque at 220 Nm (ft. lbs.),0.9006174206733704,kept,00-torque-specs-008-q03
semantic-079,00-torque-specs-003,00-torque-specs-003-q03,What's the highest torque specification shown for M4 screws?,4.9 Nm (ft. lbs.) for M4 12.9,0.9006174206733704,dropped,00-torque-specs-008-q03
semantic-080,00-torque-specs-003,00-torque-specs-003-q06,What torque specification applies to M4 10.9 screws?,4.1 Nm (ft. lbs.),0.9352247714996338,kept,00-torque-specs-003-q06
semantic-080,00-torque-specs-009,00-torque-specs-009-q02,What torque specification applies to M16 10.9 screws?,280 Nm (ft. lbs.),0.9352247714996338,dropped,00-torque-specs-003-q06
semantic-080,bmwtorquespecs-003,bmwtorquespecs-003-q04,What is the torque value for M4 10.9 screws?,4.1 Nm (ft. lbs.),0.9352247714996338,dropped,00-torque-specs-003-q06
semantic-080,bmwtorquespecs-003,bmwtorquespecs-003-q10,What is the torque specification for M5 10.9 screws?,8.3 Nm (ft. lbs.),0.9352247714996338,dropped,00-torque-specs-003-q06
semantic-080,bmwtorquespecs-008,bmwtorquespecs-008-q02,What torque specification applies to M14x1.5 10.9 screws?,200 Nm (ft. lbs.),0.9352247714996338,dropped,00-torque-specs-003-q06
semantic-081,00-torque-specs-005,00-torque-specs-005-q09,What is the torque specification for the lowest grade M8x1 bolt listed?,26 Nm (ft. lbs.) for M8x1 8.8 grade.,0.9082791805267334,kept,00-torque-specs-005-q09
semantic-081,00-torque-specs-005,00-torque-specs-005-q06,What is the torque specification for an M8x1 thread bolt with 8.8 grade?,26 Nm (ft. lbs.),0.9082791805267334,dropped,00-torque-specs-005-q09
semantic-082,00-torque-specs-005,00-torque-specs-005-q08,What are the three different bolt grades listed for M8 thread specifications?,"The three grades are 8.8, 10.9, and 12.9.",0.9306563138961792,kept,00-torque-specs-005-q08
semantic-082,bmwtorquespecs-005,bmwtorquespecs-005-q09,What are the three different strength grades shown for M8 thread bolts?,"8.8, 10.9, and 12.9",0.9306563138961792,dropped,00-torque-specs-005-q08
semantic-083,00-torque-specs-010,00-torque-specs-010-q09,What is the torque specification for an M18 10.9 screw?,390 Nm (ft. lbs.),0.9186641573905945,kept,00-torque-specs-010-q09
semantic-083,00-torque-specs-006,00-torque-specs-006-q03,How much torque is required for an M10 12.9 screw?,79 Nm (ft. lbs.),0.9186641573905945,dropped,00-torque-specs-010-q09
semantic-083,bmwtorquespecs-006,bmwtorquespecs-006-q03,What is the torque value for an M10 12.9 screw?,79 Nm (ft. lbs.),0.9186641573905945,dropped,00-torque-specs-010-q09
semantic-083,bmwtorquespecs-007,bmwtorquespecs-007-q08,What torque should I apply to an M12 10.9 screw?,115 Nm (ft. lbs.),0.9186641573905945,dropped,00-torque-specs-010-q09
semantic-084,00-torque-specs-010,00-torque-specs-010-q03,How much torque difference is there between an M18 10.9 and M18 12.9 screw?,"The M18 12.9 requires 470 Nm while the M18 10.9 requires 390 Nm, a difference of 80 Nm.",0.9210583567619324,kept,00-torque-specs-010-q03
semantic-084,00-torque-specs-006,00-torque-specs-006-q05,What's the difference in torque between an M10 10.9 and M10x1 10.9 screw?,"M10 10.9 requires 66 Nm while M10x1 10.9 requires 75 Nm, a difference of 9 Nm.",0.9210583567619324,dropped,00-torque-specs-010-q03
semantic-085,bmwtorquespecs-008,bmwtorquespecs-008-q06,What is the highest torque value shown for M14x1.5 thread screws?,240 Nm (ft. lbs.) for M14x1.5 12.9,0.9434535503387451,kept,bmwtorquespecs-008-q06
semantic-085,00-torque-specs-006,00-torque-specs-006-q06,What is the highest torque specification shown for M10x1 thread screws?,91 Nm (ft. lbs.) for M10x1 12.9,0.9434535503387451,dropped,bmwtorquespecs-008-q06
semantic-085,00-torque-specs-007,00-torque-specs-007-q07,What is the lowest torque value shown for M12 thread screws?,82 Nm (ft. lbs.) for M12 8.8,0.9434535503387451,dropped,bmwtorquespecs-008-q06
semantic-085,bmwtorquespecs-010,bmwtorquespecs-010-q05,What is the highest torque specification shown for M18 thread screws?,470 Nm (ft. lbs.) for M18 12.9,0.9434535503387451,dropped,bmwtorquespecs-008-q06
semantic-086,00-torque-specs-009,00-torque-specs-009-q08,What is the difference in torque between M16 8.8 and M16 12.9 screws?,140 Nm (340 Nm for M16 12.9 minus 200 Nm for M16 8.8),0.9544377326965332,kept,00-torque-specs-009-q08
semantic-086,00-torque-specs-007,00-torque-specs-007-q08,What is the torque difference between M12 8.8 and M12 12.9 screws?,58 Nm (140 Nm - 82 Nm),0.9544377326965332,dropped,00-torque-specs-009-q08
semantic-087,bmwtorquespecs-007,bmwtorquespecs-007-q07,What is the highest torque specification shown for M12x1.5 bolts?,147 Nm (ft. lbs.) for M12x1.5 12.9,0.9006209969520569,kept,bmwtorquespecs-007-q07
semantic-087,00-torque-specs-008,00-torque-specs-008-q08,What is the lowest torque specification shown for M14 bolts?,130 Nm (ft. lbs.) for M14 8.8,0.9006209969520569,dropped,bmwtorquespecs-007-q07
semantic-088,00-torque-specs-72-01,00-torque-specs-72-01-q08,Which components require the highest torque specification according to this table?,Safety bolt on body (except for B-pillar) and safety bolt on seat/touring rear seat backrest both require 48 Nm,0.9258926510810852,kept,00-torque-specs-72-01-q08
semantic-088,00-torque-specs-008,00-torque-specs-008-q10,What is the highest torque specification listed in this table?,240 Nm (ft. lbs.) for M14x1.5 12.9,0.9258926510810852,dropped,00-torque-specs-72-01-q08
semantic-088,bmwtorquespecs-009,bmwtorquespecs-009-q09,What is the highest torque value listed in this table?,364 Nm (ft. lbs.) for M16x1.5 12.9,0.9258926510810852,dropped,00-torque-specs-72-01-q08
semantic-088,bmwtorquespecs-114,bmwtorquespecs-114-q10,What is the highest torque value shown in this table and for which component?,"25 Nm for the cover for servo piston on shift unit (A4S 270R/A4S 310R with 5/16"" screw).",0.9258926510810852,dropped,00-torque-specs-72-01-q08
semantic-089,00-torque-specs-010,00-torque-specs-010-q06,What torque should I apply to an M18x1.5 10.9 screw?,440 Nm (ft. lbs.),0.943945050239563,kept,00-torque-specs-010-q06
semantic-089,bmwtorquespecs-010,bmwtorquespecs-010-q03,What is the torque value for an M18 10.9 screw?,390 Nm (ft. lbs.),0.943945050239563,dropped,00-torque-specs-010-q06
semantic-089,bmwtorquespecs-010,bmwtorquespecs-010-q06,What torque should I apply to an M18x1.5 8.8 screw?,313 Nm (ft. lbs.),0.943945050239563,dropped,00-torque-specs-010-q06
semantic-090,00-torque-specs-012,00-torque-specs-012-q09,What instruction is provided for replacing main bearing screws in both 1AZ and 2AZ applications?,"Replace, wash and oil main bearing screws for 1AZ, and replace main bearing screws for 2AZ.",0.9055843353271484,kept,00-torque-specs-012-q09
semantic-090,00-torque-specs-012,00-torque-specs-012-q08,What special instruction is given for the 2AZ main bearing screws?,Do not wash off coating on main bearing screw.,0.9055843353271484,dropped,00-torque-specs-012-q09
semantic-090,00-torque-specs-11-01,00-torque-specs-11-01-q10,What special instruction is given for 2AZ main bearing screws regarding coating?,Do not wash off coating on main bearing screw,0.9055843353271484,dropped,00-torque-specs-012-q09
semantic-090,bmwtorquespecs-012,bmwtorquespecs-012-q08,What important instruction is given regarding main bearing screws for 2AZ engines?,Do not wash off coating on main bearing screw,0.9055843353271484,dropped,00-torque-specs-012-q09
semantic-091,00-torque-specs-11-02,00-torque-specs-11-02-q05,What thread size and torque is specified for the drain plug for coolant on engine block?,M14 x 1.5 thread size with 25 Nm torque specification.,0.9766724705696106,kept,00-torque-specs-11-02-q05
semantic-091,00-torque-specs-013,00-torque-specs-013-q05,What is the thread specification and torque for the drain plug for coolant on engine block?,M14 x 1.5 thread with 25 Nm torque,0.9766724705696106,dropped,00-torque-specs-11-02-q05
semantic-092,bmwtorquespecs-017,bmwtorquespecs-017-q02,What are the torque angles specified for cylinder head bolts after the initial torque?,90° for both torque angle steps,0.9492529034614563,kept,bmwtorquespecs-017-q02
